Leader,Follower,Target,Source,Weight,Id
千骥资本,元璟资本,1508357,1394683,1,15083571394683
千骥资本,千骥资本,1508357,1508357,15,15083571508357
千骥资本,合力投资,1508357,1395652,2,15083571395652
千骥资本,建信资本,1508357,1405093,1,15083571405093
千骥资本,源码资本,1508357,1393347,1,15083571393347
千骥资本,火山石资本,1508357,1395276,2,15083571395276
千骥资本,蓝驰创投,1508357,1393248,1,15083571393248
华兴创投,光大控股,1402050,1399418,1,14020501399418
华兴创投,华兴创投,1402050,1402050,31,14020501402050
华兴新经济基金,IDG资本,1397167,1393211,1,13971671393211
华兴新经济基金,东方富海,1397167,3222174,1,13971673222174
华兴新经济基金,中信资本,1397167,3240091,2,13971673240091
华兴新经济基金,前海母基金,1397167,1395704,1,13971671395704
华兴新经济基金,华兴新经济基金,1397167,1397167,8,13971671397167
华兴新经济基金,华兴资本,1397167,1191486,1,13971671191486
华兴新经济基金,百度投资并购部,1397167,1393538,1,13971671393538
华兴新经济基金,腾讯投资,1397167,1393533,1,13971671393533
华兴新经济基金,赛富投资基金,1397167,1393266,1,13971671393266
华兴新经济基金,高瓴资本,1397167,1393343,1,13971671393343
华兴资本,华兴新经济基金,1191486,1397167,1,11914861397167
华兴资本,华兴资本,1191486,1191486,13,11914861191486
华兴资本,腾讯投资,1191486,1393533,1,11914861393533
华兴资本,蚂蚁金服,1191486,1502982,1,11914861502982
华兴资本,达晨创投,1191486,1393234,2,11914861393234
华兴资本,顺为资本,1191486,1393334,1,11914861393334
华创资本,58同城,1393344,3005682,2,13933443005682
华创资本,IDG资本,1393344,1393211,1,13933441393211
华创资本,不惑创投,1393344,1395806,2,13933441395806
华创资本,中大创投,1393344,1393697,1,13933441393697
华创资本,云启资本,1393344,1393357,3,13933441393357
华创资本,五岳资本,1393344,1393691,1,13933441393691
华创资本,京东数科,1393344,1405819,1,13933441405819
华创资本,伽利略资本,1393344,1401030,1,13933441401030
华创资本,元璟资本,1393344,1394683,1,13933441394683
华创资本,光大控股,1393344,1399418,1,13933441399418
华创资本,华创资本,1393344,1393344,68,13933441393344
华创资本,华映资本,1393344,1393539,1,13933441393539
华创资本,华登国际,1393344,1393557,1,13933441393557
华创资本,奇虎360,1393344,1145589,1,13933441145589
华创资本,峰瑞资本,1393344,1394626,1,13933441394626
华创资本,愉悦资本,1393344,1393693,1,13933441393693
华创资本,挚信资本,1393344,1393420,1,13933441393420
华创资本,春晓资本（停止运营）,1393344,1393683,2,13933441393683
华创资本,晨兴资本,1393344,1396163,1,13933441396163
华创资本,梅花创投,1393344,1393349,2,13933441393349
华创资本,清华控股有限公司,1393344,1395947,1,13933441395947
华创资本,清研资本,1393344,1399818,1,13933441399818
华创资本,火山石资本,1393344,1395276,1,13933441395276
华创资本,盛景嘉成,1393344,1398231,1,13933441398231
华创资本,真格基金,1393344,1393333,2,13933441393333
华创资本,真顺基金,1393344,1394540,2,13933441394540
华创资本,线性资本,1393344,1393345,1,13933441393345
华创资本,经纬中国,1393344,1393268,2,13933441393268
华创资本,蓝象资本,1393344,1394617,1,13933441394617
华创资本,蓝驰创投,1393344,1393248,1,13933441393248
华创资本,起源资本,1393344,1393512,1,13933441393512
华创资本,阿米巴资本,1393344,1408382,1,13933441408382
华安证券,一创投资,1175663,1408319,1,11756631408319
华安证券,光大证券,1175663,3236662,1,11756633236662
华安证券,华安证券,1175663,1175663,12,11756631175663
华平投资,DCM中国,1396059,1393235,1,13960591393235
华平投资,中信产业基金,1396059,1396532,1,13960591396532
华平投资,光大资本,1396059,1399071,1,13960591399071
华平投资,光速中国,1396059,1393242,1,13960591393242
华平投资,凯鹏华盈,1396059,3006160,1,13960593006160
华平投资,华兴资本,1396059,1191486,1,13960591191486
华平投资,华平投资,1396059,1396059,36,13960591396059
华平投资,君联资本,1396059,1166539,2,13960591166539
华平投资,启明创投,1396059,1393222,1,13960591393222
华平投资,成为资本,1396059,1393442,1,13960591393442
华平投资,火山石资本,1396059,1395276,2,13960591395276
华平投资,祥峰投资,1396059,1393326,2,13960591393326
华平投资,红星美凯龙,1396059,1183485,1,13960591183485
华平投资,红杉资本中国基金,1396059,1393213,2,13960591393213
华平投资,经纬中国,1396059,1393268,2,13960591393268
华平投资,腾讯投资,1396059,1393533,1,13960591393533
华平投资,高瓴资本,1396059,1393343,1,13960591393343
华映资本,GGV纪源资本,1393539,1393232,1,13935391393232
华映资本,信天创投,1393539,1393523,1,13935391393523
华映资本,元禾原点,1393539,1394781,1,13935391394781
华映资本,创新工场,1393539,1393329,1,13935391393329
华映资本,前海母基金,1393539,1395704,1,13935391395704
华映资本,华映资本,1393539,1393539,80,13935391393539
华映资本,华耀资本,1393539,1394951,1,13935391394951
华映资本,合力投资,1393539,1395652,1,13935391395652
华映资本,君联资本,1393539,1166539,1,13935391166539
华映资本,大河创投,1393539,1393576,1,13935391393576
华映资本,天使投资人薛蛮子,1393539,3019771,1,13935393019771
华映资本,天堂硅谷,1393539,1393296,1,13935391393296
华映资本,平安创投,1393539,1394605,1,13935391394605
华映资本,微影资本,1393539,1395472,1,13935391395472
华映资本,新浪微博基金,1393539,1393564,1,13935391393564
华映资本,景林投资,1393539,1394555,1,13935391394555
华映资本,水木资本,1393539,1394797,1,13935391394797
华映资本,汉理资本,1393539,1393553,1,13935391393553
华映资本,盈动资本,1393539,1510218,1,13935391510218
华映资本,红杉资本中国基金,1393539,1393213,1,13935391393213
华映资本,经纬中国,1393539,1393268,1,13935391393268
华映资本,腾讯投资,1393539,1393533,2,13935391393533
华映资本,西部资本,1393539,3536758,1,13935393536758
华映资本,赛富投资基金,1393539,1393266,1,13935391393266
华映资本,远镜创投,1393539,1393857,1,13935391393857
华泰证券,IDG资本,1397168,1393211,1,13971681393211
华泰证券,东吴证券,1397168,3107430,1,13971683107430
华泰证券,东方证券,1397168,1397826,1,13971681397826
华泰证券,中信证券,1397168,3107296,1,13971683107296
华泰证券,中国诚通,1397168,1405394,1,13971681405394
华泰证券,中泰证券,1397168,1180965,3,13971681180965
华泰证券,中金公司,1397168,1393854,2,13971681393854
华泰证券,华安证券,1397168,1175663,1,13971681175663
华泰证券,华泰证券,1397168,1397168,84,13971681397168
华泰证券,国泰君安,1397168,3118463,1,13971683118463
华泰证券,建设银行,1397168,1395357,1,13971681395357
华泰证券,招商证券,1397168,1400569,3,13971681400569
华泰证券,申万宏源证券,1397168,3536658,1,13971683536658
华泰证券,鼎锋资产,1397168,1399619,1,13971681399619
华瓯创投,CBC宽带资本,1393561,1393305,1,13935611393305
华瓯创投,IDG资本,1393561,1393211,1,13935611393211
华瓯创投,东方证券,1393561,1397826,1,13935611397826
华瓯创投,华瓯创投,1393561,1393561,25,13935611393561
华瓯创投,华睿投资,1393561,3536410,1,13935613536410
华瓯创投,合力投资,1393561,1395652,1,13935611395652
华瓯创投,君联资本,1393561,1166539,1,13935611166539
华瓯创投,盈动资本,1393561,1510218,1,13935611510218
华瓯创投,科发资本,1393561,1402013,1,13935611402013
华登国际,东方富海,1393557,3222174,1,13935573222174
华登国际,华登国际,1393557,1393557,1,13935571393557
华登国际,华登国际,1393557,1393557,12,13935571393557
华登国际,基石资本,1393557,1393470,1,13935571393470
华登国际,德同资本,1393557,1393220,1,13935571393220
华登国际,汉能投资,1393557,1394514,1,13935571394514
华登国际,海通开元,1393557,1397861,1,13935571397861
华登国际,百度风投,1393557,3006448,2,13935573006448
华登国际,红杉资本中国基金,1393557,1393213,1,13935571393213
华登国际,经纬中国,1393557,1393268,1,13935571393268
华登国际,联想创投,1393557,1395325,1,13935571395325
华盖资本,上海乐奕创业投资中心(有限合伙),1395187,1394680,1,13951871394680
华盖资本,东方富海,1395187,3222174,4,13951873222174
华盖资本,中信资本,1395187,3240091,2,13951873240091
华盖资本,丰厚资本,1395187,1394549,2,13951871394549
华盖资本,亦庄国投,1395187,1403001,1,13951871403001
华盖资本,优客工场,1395187,1160314,1,13951871160314
华盖资本,元禾原点,1395187,1394781,1,13951871394781
华盖资本,创客总部,1395187,1151324,3,13951871151324
华盖资本,华盖资本,1395187,1395187,45,13951871395187
华盖资本,博将资本,1395187,1395446,1,13951871395446
华盖资本,同创伟业,1395187,1393679,1,13951871393679
华盖资本,启明创投,1395187,1393222,1,13951871393222
华盖资本,天神娱乐,1395187,3019756,1,13951873019756
华盖资本,平安创投,1395187,1394605,1,13951871394605
华盖资本,微影资本,1395187,1395472,1,13951871395472
华盖资本,招商局创投,1395187,1400436,1,13951871400436
华盖资本,挑战者资本,1395187,1395730,1,13951871395730
华盖资本,新浪微博基金,1395187,1393564,1,13951871393564
华盖资本,昆仲资本,1395187,1395509,1,13951871395509
华盖资本,晨兴资本,1395187,1396163,1,13951871396163
华盖资本,清科创投,1395187,3600114,1,13951873600114
华盖资本,紫辉创投,1395187,1394587,1,13951871394587
华盖资本,经纬中国,1395187,1393268,1,13951871393268
华盖资本,老鹰基金,1395187,1393448,1,13951871393448
华盖资本,腾讯投资,1395187,1393533,1,13951871393533
华盖资本,起源资本,1395187,1393512,1,13951871393512
华盖资本,金石投资,1395187,1395917,1,13951871395917
华盖资本,高榕资本,1395187,1393358,1,13951871393358
华盖资本,鼎锋资产,1395187,1399619,1,13951871399619
华睿投资,云锋基金,3536410,1393477,1,35364101393477
华睿投资,创东方投资,3536410,1395970,1,35364101395970
华睿投资,勤桦投资,3536410,1395616,1,35364101395616
华睿投资,华瓯创投,3536410,1393561,1,35364101393561
华睿投资,华睿投资,3536410,3536410,43,35364103536410
华睿投资,如山资本,3536410,1395808,1,35364101395808
华睿投资,梅花创投,3536410,1393349,1,35364101393349
华睿投资,浙商创投,3536410,1407911,3,35364101407911
华睿投资,科发资本,3536410,1402013,1,35364101402013
华睿投资,联创永宣,3536410,1394692,1,35364101394692
华睿投资,赛伯乐投资,3536410,1393318,1,35364101393318
华睿投资,银杏谷资本,3536410,1394537,1,35364101394537
华睿投资,银江智慧产业基金,3536410,1395283,2,35364101395283
华睿投资,阿米巴资本,3536410,1408382,1,35364101408382
华睿投资,集素资本,3536410,1394843,1,35364101394843
华策影视,华策影视,1154902,1154902,25,11549021154902
华策影视,国金投资,1154902,3536333,1,11549023536333
华策影视,小村资本,1154902,1393524,1,11549021393524
华策影视,景林投资,1154902,1394555,1,11549021394555
华策影视,达晨创投,1154902,1393234,1,11549021393234
华耀资本,华耀资本,1394951,1394951,39,13949511394951
华耀资本,经纬中国,1394951,1393268,1,13949511393268
华谊兄弟,中信资本,1147672,3240091,1,11476723240091
华谊兄弟,华谊兄弟,1147672,1147672,2,11476721147672
华谊兄弟,华谊兄弟,1147672,1147672,18,11476721147672
华谊兄弟,小米科技,1147672,1564729,1,11476721564729
华谊兄弟,景林投资,1147672,1394555,1,11476721394555
华谊兄弟,磐石资本,1147672,1397145,2,11476721397145
华谊兄弟,银江智慧产业基金,1147672,1395283,1,11476721395283
华谊兄弟,阿里巴巴,1147672,1564704,1,11476721564704
华软投资,IDG资本,3536408,1393211,1,35364081393211
华软投资,TCL创投,3536408,1401488,1,35364081401488
华软投资,中国航天科工,3536408,3536166,1,35364083536166
华软投资,农银国际,3536408,1403770,1,35364081403770
华软投资,华软投资,3536408,3536408,19,35364083536408
华软投资,朗盛投资,3536408,1398919,1,35364081398919
华软投资,金石投资,3536408,1395917,1,35364081395917
华软资本,华软资本,3275476,3275476,23,32754763275476
华软资本,复星集团,3275476,3010815,1,32754763010815
华软资本,朗程资本,3275476,1400596,2,32754761400596
华软资本,深创投,3275476,1393212,1,32754761393212
华软资本,达泰资本,3275476,1393531,1,32754761393531
华软资本,金石投资,3275476,1395917,1,32754761395917
华闻传媒,兴业证券,1394204,3230293,1,13942043230293
华闻传媒,华闻传媒,1394204,1394204,28,13942041394204
协同创新,中科创星,3222750,1394859,2,32227501394859
协同创新,协同创新,3222750,3222750,21,32227503222750
协同创新,招银国际资本,3222750,1404731,1,32227501404731
协同创新,赛马资本,3222750,1393495,1,32227501393495
协立投资,元禾原点,1393646,1394781,1,13936461394781
协立投资,协立投资,1393646,1393646,18,13936461393646
协立投资,君联资本,1393646,1166539,1,13936461166539
协立投资,宁波天使投资引导基金,1393646,1395402,2,13936461395402
协立投资,科发资本,1393646,1402013,1,13936461402013
协立投资,苏州高新创投,1393646,1401878,1,13936461401878
协立投资,龙城英才创业投资引导基金,1393646,3016490,1,13936463016490
南京市产业发展基金,南京市产业发展基金,3017109,3017109,21,30171093017109
博将资本,博将资本,1395446,1395446,13,13954461395446
博将资本,启明创投,1395446,1393222,1,13954461393222
博将资本,富坤创投,1395446,3010876,2,13954463010876
博将资本,弘道资本,1395446,1395624,1,13954461395624
博将资本,汇财私人资本,1395446,1394829,1,13954461394829
博将资本,真格基金,1395446,1393333,1,13954461393333
博派资本,华谊兄弟,1393518,1147672,1,13935181147672
博派资本,博派资本,1393518,1393518,17,13935181393518
博派资本,抱团创投,1393518,3006521,1,13935183006521
博派资本,明势资本,1393518,1393449,1,13935181393449
博派资本,险峰（K2VC）,1393518,1393398,1,13935181393398
博派资本,青松基金,1393518,1393476,1,13935181393476
原子创投,北软天使基金,1393549,1394520,1,13935491394520
原子创投,原子创投,1393549,1393549,24,13935491393549
原子创投,娱乐工场,1393549,1395395,1,13935491395395
原子创投,梅花创投,1393549,1393349,1,13935491393349
原子创投,泽厚资本,1393549,1393986,2,13935491393986
原子创投,起源资本,1393549,1393512,1,13935491393512
合一资本,中科招商,1399126,1393577,1,13991261393577
合一资本,乐搏资本,1399126,1393541,1,13991261393541
合一资本,创东方投资,1399126,1395970,1,13991261395970
合一资本,协同创新,1399126,3222750,1,13991263222750
合一资本,合一资本,1399126,1399126,22,13991261399126
合一资本,汇财私人资本,1399126,1394829,1,13991261394829
合一资本,涌铧投资,1399126,1393525,1,13991261393525
合一资本,紫辉创投,1399126,1394587,1,13991261394587
合力投资,PreAngel,1395652,1393421,1,13956521393421
合力投资,东方富海,1395652,3222174,1,13956523222174
合力投资,优势资本,1395652,1393297,1,13956521393297
合力投资,信天创投,1395652,1393523,2,13956521393523
合力投资,光信资本,1395652,1393471,1,13956521393471
合力投资,华兴资本,1395652,1191486,1,13956521191486
合力投资,合力投资,1395652,1395652,71,13956521395652
合力投资,招商启航资本,1395652,1401872,1,13956521401872
合力投资,新浪微博基金,1395652,1393564,1,13956521393564
合力投资,晨兴资本,1395652,1396163,1,13956521396163
合力投资,普华资本,1395652,1394150,2,13956521394150
合力投资,普洛斯,1395652,1198241,1,13956521198241
合力投资,浩方创投,1395652,1395552,1,13956521395552
合力投资,长安私人资本,1395652,1395972,1,13956521395972
合力投资,阿米巴资本,1395652,1408382,1,13956521408382
合力投资,顺融资本,1395652,1395144,1,13956521395144
合力投资,鼎兴量子,1395652,1400620,1,13956521400620
合力投资,龙城英才创业投资引导基金,1395652,3016490,1,13956523016490
合肥创投,东方富海,1403316,3222174,1,14033163222174
合肥创投,合肥创投,1403316,1403316,43,14033161403316
合肥高投,合肥创投,1403914,1403316,4,14039141403316
合肥高投,合肥高投,1403914,1403914,58,14039141403914
合鲸资本,九合创投,1394183,1393422,1,13941831393422
合鲸资本,京东数科,1394183,1405819,1,13941831405819
合鲸资本,合鲸资本,1394183,1394183,17,13941831394183
合鲸资本,挚信资本,1394183,1393420,1,13941831393420
合鲸资本,火山石资本,1394183,1395276,1,13941831395276
同创伟业,TCL创投,1393679,1401488,1,13936791401488
同创伟业,东方富海,1393679,3222174,1,13936793222174
同创伟业,中国风险投资,1393679,1399262,1,13936791399262
同创伟业,中科招商,1393679,1393577,1,13936791393577
同创伟业,优势资本,1393679,1393297,1,13936791393297
同创伟业,信中利资本,1393679,1393550,1,13936791393550
同创伟业,元生创投,1393679,1394816,1,13936791394816
同创伟业,元禾原点,1393679,1394781,3,13936791394781
同创伟业,光大控股,1393679,1399418,1,13936791399418
同创伟业,凯盈资本,1393679,1408265,1,13936791408265
同创伟业,分享投资,1393679,1394665,3,13936791394665
同创伟业,前海母基金,1393679,1395704,2,13936791395704
同创伟业,力鼎投资,1393679,1393660,1,13936791393660
同创伟业,同创伟业,1393679,1393679,139,13936791393679
同创伟业,君联资本,1393679,1166539,1,13936791166539
同创伟业,启明创投,1393679,1393222,1,13936791393222
同创伟业,国中创投,1393679,1401284,1,13936791401284
同创伟业,国信证券,1393679,3532908,1,13936793532908
同创伟业,国泰君安,1393679,3118463,2,13936793118463
同创伟业,国科投资,1393679,1401406,1,13936791401406
同创伟业,基石资本,1393679,1393470,1,13936791393470
同创伟业,天星资本,1393679,3210166,1,13936793210166
同创伟业,奥飞娱乐,1393679,3006424,1,13936793006424
同创伟业,德同资本,1393679,1393220,1,13936791393220
同创伟业,招商银行,1393679,1395765,2,13936791395765
同创伟业,朗科投资,1393679,1399942,1,13936791399942
同创伟业,松禾资本,1393679,1393267,4,13936791393267
同创伟业,毅达资本,1393679,1393352,1,13936791393352
同创伟业,汉理资本,1393679,1393553,1,13936791393553
同创伟业,浙商创投,1393679,1407911,1,13936791407911
同创伟业,深创投,1393679,1393212,4,13936791393212
同创伟业,深圳高新投,1393679,1402325,1,13936791402325
同创伟业,清科创投,1393679,3600114,1,13936793600114
同创伟业,澳银资本,1393679,1393504,1,13936791393504
同创伟业,盈峰资本,1393679,1403911,1,13936791403911
同创伟业,盛景嘉成,1393679,1398231,1,13936791398231
同创伟业,硅谷天堂,1393679,1403059,1,13936791403059
同创伟业,粤科金融,1393679,3536109,1,13936793536109
同创伟业,经纬中国,1393679,1393268,1,13936791393268
同创伟业,联创永宣,1393679,1394692,1,13936791394692
同创伟业,赛伯乐投资,1393679,1393318,1,13936791393318
同创伟业,达泰资本,1393679,1393531,1,13936791393531
同创伟业,领汇投资,1393679,1395547,1,13936791395547
同创伟业,高特佳,1393679,1393338,1,13936791393338
同方厚持,中科招商,1403533,1393577,1,14035331393577
同方厚持,同方厚持,1403533,1403533,18,14035331403533
同方厚持,天星资本,1403533,3210166,2,14035333210166
同方厚持,温氏投资,1403533,1399236,1,14035331399236
君润资本,君润资本,1393642,1393642,22,13936421393642
君润资本,宁波天使投资引导基金,1393642,1395402,1,13936421395402
君润资本,浙江金控资本,1393642,1398826,1,13936421398826
君润资本,海邦投资,1393642,3266332,1,13936423266332
君润资本,金浦投资,1393642,3536501,1,13936423536501
君润资本,领汇投资,1393642,1395547,1,13936421395547
君盛投资,君盛投资,1396488,1396488,24,13964881396488
君盛投资,国发创投,1396488,1400322,1,13964881400322
君盛投资,真格基金,1396488,1393333,1,13964881393333
君盛投资,集结号资本,1396488,1393432,1,13964881393432
君盛投资,鲁信创投,1396488,3277379,1,13964883277379
君联资本,CBC宽带资本,1166539,1393305,1,11665391393305
君联资本,DCM中国,1166539,1393235,3,11665391393235
君联资本,IDG资本,1166539,1393211,7,11665391393211
君联资本,SIG海纳亚洲创投基金,1166539,1393215,3,11665391393215
君联资本,中路资本,1166539,1395888,1,11665391395888
君联资本,中金资本,1166539,1399389,1,11665391399389
君联资本,丹华资本,1166539,1395813,1,11665391395813
君联资本,云启资本,1166539,1393357,1,11665391393357
君联资本,创新工场,1166539,1393329,1,11665391393329
君联资本,北极光创投,1166539,1393218,1,11665391393218
君联资本,华兴资本,1166539,1191486,1,11665391191486
君联资本,华映资本,1166539,1393539,1,11665391393539
君联资本,原子创投,1166539,1393549,1,11665391393549
君联资本,同创伟业,1166539,1393679,1,11665391393679
君联资本,君联资本,1166539,1166539,112,11665391166539
君联资本,启明创投,1166539,1393222,2,11665391393222
君联资本,哔哩哔哩,1166539,1194818,1,11665391194818
君联资本,复星集团,1166539,3010815,1,11665393010815
君联资本,天图投资,1166539,1393650,2,11665391393650
君联资本,奇虎360,1166539,1145589,1,11665391145589
君联资本,奥飞娱乐,1166539,3006424,1,11665393006424
君联资本,峰瑞资本,1166539,1394626,1,11665391394626
君联资本,平安创投,1166539,1394605,1,11665391394605
君联资本,弘毅投资,1166539,3536381,1,11665393536381
君联资本,恒生电子,1166539,3012691,1,11665393012691
君联资本,愉悦资本,1166539,1393693,2,11665391393693
君联资本,成为资本,1166539,1393442,1,11665391393442
君联资本,挚信资本,1166539,1393420,2,11665391393420
君联资本,晨兴资本,1166539,1396163,5,11665391396163
君联资本,普思资本,1166539,3017450,1,11665393017450
君联资本,正和岛投资,1166539,1399892,1,11665391399892
君联资本,正海资本,1166539,1399544,1,11665391399544
君联资本,毅达资本,1166539,1393352,1,11665391393352
君联资本,汉富控股,1166539,1394978,1,11665391394978
君联资本,浩方创投,1166539,1395552,1,11665391395552
君联资本,海通开元,1166539,1397861,1,11665391397861
君联资本,清科创投,1166539,3600114,3,11665393600114
君联资本,源星资本,1166539,1395731,1,11665391395731
君联资本,盛景嘉成,1166539,1398231,2,11665391398231
君联资本,磐霖资本,1166539,1395460,2,11665391395460
君联资本,礼来亚洲基金,1166539,1394664,1,11665391394664
君联资本,红杉资本中国基金,1166539,1393213,1,11665391393213
君联资本,红点创投,1166539,1393244,1,11665391393244
君联资本,经纬中国,1166539,1393268,5,11665391393268
君联资本,联创永宣,1166539,1394692,1,11665391394692
君联资本,联想之星,1166539,1393342,5,11665391393342
君联资本,联想创投,1166539,1395325,1,11665391395325
君联资本,联想控股,1166539,1159377,3,11665391159377
君联资本,腾讯投资,1166539,1393533,1,11665391393533
君联资本,贝塔斯曼亚洲投资基金,1166539,1395890,1,11665391395890
君联资本,赛富投资基金,1166539,1393266,1,11665391393266
君联资本,赛马资本,1166539,1393495,1,11665391393495
君联资本,软银中国,1166539,1393210,1,11665391393210
君联资本,达晨创投,1166539,1393234,2,11665391393234
君联资本,银河系创投,1166539,1504009,1,11665391504009
君联资本,长安私人资本,1166539,1395972,1,11665391395972
君联资本,阿里巴巴,1166539,1564704,1,11665391564704
君联资本,险峰（K2VC）,1166539,1393398,3,11665391393398
君联资本,高榕资本,1166539,1393358,3,11665391393358
启明创投,CBC宽带资本,1393222,1393305,1,13932221393305
启明创投,DCM中国,1393222,1393235,1,13932221393235
启明创投,GGV纪源资本,1393222,1393232,4,13932221393232
启明创投,IDG资本,1393222,1393211,8,13932221393211
启明创投,SIG海纳亚洲创投基金,1393222,1393215,1,13932221393215
启明创投,东方证券,1393222,1397826,1,13932221397826
启明创投,元禾原点,1393222,1394781,1,13932221394781
启明创投,光速中国,1393222,1393242,1,13932221393242
启明创投,凯鹏华盈,1393222,3006160,1,13932223006160
启明创投,创新工场,1393222,1393329,1,13932221393329
启明创投,前海母基金,1393222,1395704,1,13932221395704
启明创投,北极光创投,1393222,1393218,1,13932221393218
启明创投,千骥资本,1393222,1508357,1,13932221508357
启明创投,华创资本,1393222,1393344,1,13932221393344
启明创投,华盖资本,1393222,1395187,1,13932221395187
启明创投,君盛投资,1393222,1396488,1,13932221396488
启明创投,君联资本,1393222,1166539,7,13932221166539
启明创投,启明创投,1393222,1393222,78,13932221393222
启明创投,天堂硅谷,1393222,1393296,1,13932221393296
启明创投,富坤创投,1393222,3010876,1,13932223010876
启明创投,小米科技,1393222,1564729,1,13932221564729
启明创投,峰瑞资本,1393222,1394626,1,13932221394626
启明创投,德迅投资,1393222,1393332,1,13932221393332
启明创投,愉悦资本,1393222,1393693,1,13932221393693
启明创投,晨兴资本,1393222,1396163,1,13932221396163
启明创投,普思资本,1393222,3017450,1,13932223017450
启明创投,汉富控股,1393222,1394978,1,13932221394978
启明创投,源星资本,1393222,1395731,1,13932221395731
启明创投,源码资本,1393222,1393347,1,13932221393347
启明创投,真格基金,1393222,1393333,2,13932221393333
启明创投,真顺基金,1393222,1394540,1,13932221394540
启明创投,磐谷创投,1393222,1393724,1,13932221393724
启明创投,礼来亚洲基金,1393222,1394664,1,13932221394664
启明创投,策源创投,1393222,1393269,1,13932221393269
启明创投,红杉资本中国基金,1393222,1393213,2,13932221393213
启明创投,红点创投,1393222,1393244,2,13932221393244
启明创投,经纬中国,1393222,1393268,1,13932221393268
启明创投,联创永宣,1393222,1394692,1,13932221394692
启明创投,贝塔斯曼亚洲投资基金,1393222,1395890,2,13932221395890
启明创投,软银中国,1393222,1393210,1,13932221393210
启明创投,达晨创投,1393222,1393234,1,13932221393234
启明创投,金浦投资,1393222,3536501,1,13932223536501
启明创投,阿里巴巴,1393222,1564704,1,13932221564704
启明创投,险峰（K2VC）,1393222,1393398,1,13932221393398
启明创投,隆领投资,1393222,3536857,1,13932223536857
启明创投,顺为资本,1393222,1393334,1,13932221393334
启明创投,高榕资本,1393222,1393358,1,13932221393358
启明创投,高瓴资本,1393222,1393343,1,13932221393343
启明创投,鼎晖投资,1393222,1393216,1,13932221393216
启明星辰,启明星辰,3096436,3096436,20,30964363096436
启赋资本,中信产业基金,1393348,1396532,1,13933481396532
启赋资本,中国风险投资,1393348,1399262,1,13933481399262
启赋资本,丰厚资本,1393348,1394549,1,13933481394549
启赋资本,亚商资本,1393348,1393554,1,13933481393554
启赋资本,光速中国,1393348,1393242,1,13933481393242
启赋资本,凯盈资本,1393348,1408265,1,13933481408265
启赋资本,创新工场,1393348,1393329,2,13933481393329
启赋资本,创新谷Innovalley,1393348,1396005,1,13933481396005
启赋资本,北软天使基金,1393348,1394520,1,13933481394520
启赋资本,华睿投资,1393348,3536410,1,13933483536410
启赋资本,同创伟业,1393348,1393679,3,13933481393679
启赋资本,启赋资本,1393348,1393348,91,13933481393348
启赋资本,基石资本,1393348,1393470,1,13933481393470
启赋资本,天使汇,1393348,1136387,1,13933481136387
启赋资本,招商局创投,1393348,1400436,1,13933481400436
启赋资本,招商局资本,1393348,1393231,1,13933481393231
启赋资本,易一天使,1393348,1393833,1,13933481393833
启赋资本,春晓资本（停止运营）,1393348,1393683,1,13933481393683
启赋资本,松禾资本,1393348,1393267,1,13933481393267
启赋资本,梅花创投,1393348,1393349,1,13933481393349
启赋资本,浙商创投,1393348,1407911,1,13933481407911
启赋资本,清控科创控股,1393348,1395974,1,13933481395974
启赋资本,澳银资本,1393348,1393504,1,13933481393504
启赋资本,联想之星,1393348,1393342,1,13933481393342
启赋资本,苏州高新创投,1393348,1401878,1,13933481401878
启赋资本,英诺天使基金,1393348,1393598,2,13933481393598
启赋资本,西科天使基金,1393348,1395491,1,13933481395491
启赋资本,达晨创投,1393348,1393234,1,13933481393234
启赋资本,银杏谷资本,1393348,1394537,1,13933481394537
启赋资本,青松基金,1393348,1393476,2,13933481393476
启赋资本,鼎锋资产,1393348,1399619,1,13933481399619
启迪之星,华睿投资,1394723,3536410,1,13947233536410
启迪之星,启迪之星,1394723,1394723,65,13947231394723
启迪之星,好未来战略投资部,1394723,1151722,1,13947231151722
启迪之星,宁波天使投资引导基金,1394723,1395402,2,13947231395402
启迪之星,安芙兰资本,1394723,1393792,1,13947231393792
启迪之星,成都技术转移集团,1394723,3006800,1,13947233006800
启迪之星,明势资本,1394723,1393449,1,13947231393449
启迪之星,泰有基金,1394723,3019567,4,13947233019567
启迪之星,清华控股有限公司,1394723,1395947,1,13947231395947
启迪之星,清控银杏,1394723,1395215,2,13947231395215
启迪之星,知卓资本,1394723,1395573,1,13947231395573
启迪之星,马力创投,1394723,1403994,2,13947231403994
启迪之星,黑马基金,1394723,1393513,1,13947231393513
启迪控股,中关村发展集团,3222643,3536155,1,32226433536155
启迪控股,启迪控股,3222643,3222643,22,32226433222643
启迪控股,清华控股有限公司,3222643,1395947,1,32226431395947
和君资本,中信证券,1394320,3107296,1,13943203107296
和君资本,中科招商,1394320,1393577,1,13943201393577
和君资本,伽利略资本,1394320,1401030,1,13943201401030
和君资本,和君资本,1394320,1394320,83,13943201394320
和君资本,天星资本,1394320,3210166,1,13943203210166
和君资本,招银国际资本,1394320,1404731,1,13943201404731
和君资本,时代伯乐,1394320,3536672,1,13943203536672
和君资本,泰有基金,1394320,3019567,2,13943203019567
和君资本,浙商创投,1394320,1407911,1,13943201407911
和君资本,深创投,1394320,1393212,1,13943201393212
